iter	Logloss
273	0.2033062575
274	0.2031194302
275	0.2029358884
276	0.202672497
277	0.2025558841
278	0.2024485625
279	0.2023071504
280	0.2022214042
281	0.2021424758
282	0.202044283
283	0.2019303017
284	0.2018153118
285	0.2017380344
286	0.2016140657
287	0.2015316241
288	0.2014014411
289	0.2011934052
290	0.2010954636
291	0.2009847995
292	0.2008275613
293	0.2006359704
294	0.2005366769
295	0.2004471633
296	0.2002803941
297	0.2001871615
298	0.2000284098
299	0.1999470916
300	0.1997895962
301	0.1996218236
302	0.199545286
303	0.1994072445
304	0.1992791327
305	0.199122582
306	0.1989570057
307	0.1988476991
308	0.1987203242
309	0.1986429676
310	0.1985455904
311	0.198464564
312	0.1983507826
313	0.1982631205
314	0.1979522582
315	0.1978631147
316	0.1977735047
317	0.1976814664
318	0.1975803725
319	0.1974470019
320	0.197307869
321	0.1971601957
322	0.1970708162
323	0.1969896564
324	0.1968855613
325	0.196809625
326	0.1967365126
327	0.1965590579
328	0.1963618379
329	0.1962274536
330	0.1960568697
331	0.1959235574
332	0.1958043334
333	0.1956627003
334	0.1955351904
335	0.1954028227
336	0.1953270345
337	0.1951657089
338	0.1950474653
339	0.1949355691
340	0.1947692276
341	0.1945014677
342	0.1944269671
343	0.1943255181
344	0.1940900535
345	0.1939975107
346	0.1938241111
347	0.1937590725
348	0.1936838572
349	0.1935485773
350	0.1934674757
351	0.1933055118
352	0.1932119711
353	0.1930672201
354	0.1929786217
355	0.1928773139
356	0.1928177549
357	0.1927444624
358	0.1926340627
359	0.1925083679
360	0.192442825
361	0.1923333398
362	0.1921892776
363	0.1920806815
364	0.1919199601
365	0.1918327033
366	0.1917283164
367	0.1916379996
368	0.1915420766
369	0.1914675588
370	0.1913874643
371	0.1912679905
372	0.1911402175
373	0.1909850766
374	0.1908900137
375	0.1907807811
376	0.1906919191
377	0.1905540927
378	0.1904882887
379	0.1904057586
380	0.1902231871
381	0.1901327291
382	0.1900307496
383	0.1899623034
384	0.1898265046
385	0.189739535
386	0.1895386458
387	0.1894563803
388	0.1893223523
389	0.1891823994
390	0.1890676214
391	0.1889131945
392	0.1888289588
393	0.1886991503
394	0.1886207709
395	0.188578355
396	0.1884989828
397	0.1883825586
398	0.1883376367
399	0.1882990441
400	0.1882114822
401	0.1881201834
402	0.1880104037
403	0.1879190718
404	0.1878333611
405	0.1877279459
406	0.1875429444
407	0.1874412395
408	0.1873934852
409	0.1872845084
410	0.1871246824
411	0.186964443
412	0.1868236087
413	0.1867246746
414	0.1865948539
415	0.1865207746
416	0.1864661552
417	0.1863738588
418	0.1861803553
419	0.1860556995
420	0.1859374479
421	0.1858396899
422	0.1857577593
423	0.1856246738
424	0.1855276215
425	0.185389685
426	0.1853050137
427	0.1852101195
428	0.1851304451
429	0.1850593459
430	0.1850020335
431	0.1848915015
432	0.1848222596
433	0.1847563227
434	0.1846586195
435	0.1845730378
436	0.1844716514
437	0.184399316
438	0.1843087632
439	0.1841801255
440	0.1840698737
441	0.1838862807
442	0.1837744573
443	0.1837057316
444	0.183658276
445	0.1835745259
446	0.1834752113
447	0.1833785457
448	0.1832898333
449	0.1831893572
450	0.1831089395
451	0.183026037
452	0.1829894874
453	0.182861893
454	0.1827793101
455	0.1826631547
456	0.1826051234
457	0.1825149905
458	0.1824129357
459	0.1823363388
460	0.1822374637
461	0.1821632123
462	0.1820919957
463	0.1819340582
464	0.1818491537
465	0.1817154327
466	0.1816455424
467	0.181549739
468	0.1814855701
469	0.1814184712
470	0.1813336398
471	0.1812557034
472	0.1811748452
473	0.1810362868
474	0.180939353
475	0.1808175493
476	0.1807438879
477	0.1807009101
478	0.1806393195
479	0.1805520029
480	0.1804479677
481	0.1803975077
482	0.180360056
483	0.1802925045
484	0.1802242733
485	0.1801339985
486	0.1800339901
487	0.1799818688
488	0.1798962544
489	0.1798458631
490	0.1797953339
491	0.1796965133
492	0.1796143039
493	0.1795553826
494	0.1794767899
495	0.179401272
496	0.1793002179
497	0.1792237498
498	0.17918099
499	0.1791085377
500	0.1789691912
501	0.178917895
502	0.1787846613
503	0.1787336027
504	0.178638584
505	0.1785336572
506	0.1784246022
507	0.1783161556
508	0.1782611683
509	0.1781850567
510	0.1781043423
511	0.1780207363
512	0.1779331348
513	0.1778869229
514	0.1778447839
515	0.1777653831
516	0.1776996387
517	0.1776199515
518	0.1775646024
519	0.1774160507
520	0.1773230603
521	0.177195828
522	0.1771522066
523	0.1770939242
524	0.1770171929
525	0.1769504042
526	0.1768513132
527	0.1768188161
528	0.1767522559
529	0.1766987334
530	0.1766699896
531	0.1765630862
532	0.1764975663
533	0.1764422213
534	0.1763352416
535	0.1762633435
536	0.1761824838
537	0.1761360304
538	0.1760818938
539	0.1759514655
540	0.1758879718
541	0.1758078171
542	0.175735477
543	0.1757004992
544	0.1756438085
545	0.1755845617
546	0.1755068825
547	0.1754429767
548	0.1753854309
549	0.1753090583
550	0.1752150671
551	0.1751251911
552	0.1750529583
553	0.1750062492
554	0.1749550908
555	0.1748820872
556	0.174831455
557	0.1747857108
558	0.1747364343
559	0.1746783748
560	0.1746050309
561	0.1744989388
562	0.1744340668
563	0.1743909224
564	0.1743466306
565	0.1743008145
566	0.1742003343
567	0.1741449047
568	0.1740519201
569	0.1739558785
570	0.1738629631
571	0.1738184014
572	0.1737334245
573	0.1736912452
574	0.1736259271
575	0.1735589541
576	0.1734693731
577	0.1733472712
578	0.1732992124
579	0.1732470106
580	0.1732083976
581	0.1731450878
582	0.1730896147
583	0.1730232247
584	0.1729640179
585	0.1729011258
586	0.1728264675
587	0.172766819
588	0.1727389743
589	0.1726760838
590	0.1726200831
591	0.1725838071
592	0.1725372283
593	0.1724817032
594	0.1724279605
595	0.1723755599
596	0.1722914823
597	0.1722459868
598	0.1721821811
599	0.1721064366
600	0.1720408079
601	0.1719841627
602	0.171920644
603	0.1718476011
604	0.1717302444
605	0.1716545123
606	0.1716236101
607	0.1715408578
608	0.1714333098
609	0.1713601297
610	0.17129483
611	0.1712244122
612	0.1711806669
613	0.1710848582
614	0.1710027098
615	0.1709583233
616	0.1708937145
617	0.170818887
618	0.1707589765
619	0.1706842642
620	0.1705898635
621	0.1705550545
622	0.1704572248
623	0.1704047058
624	0.1703011124
625	0.1702071325
626	0.170136839
627	0.1700711427
628	0.1700046214
629	0.1699106796
630	0.1698198495
631	0.1697355209
632	0.1696433516
633	0.169590108
634	0.16951968
635	0.1694244476
636	0.1693394727
637	0.1692882424
638	0.1692348167
639	0.1691692467
640	0.1691377944
641	0.169034964
642	0.1689477976
643	0.1688895231
644	0.1688570622
645	0.1687862195
646	0.1687075268
647	0.1686725968
648	0.1685663161
649	0.1685078072
650	0.1684447494
651	0.1683705575
652	0.168275634
653	0.1681995445
654	0.1681206247
655	0.1680776888
656	0.1680054517
657	0.1679623229
658	0.1678871291
659	0.1678383249
660	0.1677710309
661	0.1677063455
662	0.167640225
663	0.1675907991
664	0.1675459012
665	0.1675065023
666	0.1674468586
667	0.167409002
668	0.1672807593
669	0.1672305469
670	0.1671881231
671	0.1671205082
672	0.1670613216
673	0.1669726334
674	0.1669110837
675	0.1668534446
676	0.1667673292
677	0.1666949894
678	0.1666553439
679	0.1665447569
680	0.166474859
681	0.1664070765
682	0.166368592
683	0.1662970541
684	0.1662036997
685	0.1661092025
686	0.1660604723
687	0.166018988
688	0.1659478741
689	0.1659231979
690	0.1658573936
691	0.165799887
692	0.1657455504
693	0.1656481165
694	0.1655672091
695	0.1655046188
696	0.1654587395
697	0.1653858168
698	0.1653444438
699	0.1652781266
700	0.1652193508
701	0.1651585158
702	0.165088149
703	0.1650220561
704	0.1649723639
705	0.1648998863
706	0.1647763641
707	0.1647374235
708	0.1646873764
709	0.1646104672
710	0.1645612455
711	0.1644868917
712	0.1644274145
713	0.1643632841
714	0.16430925
715	0.1642880311
716	0.1642235094
717	0.1641380585
718	0.1640800341
719	0.1639953546
720	0.1639448831
721	0.1638793953
722	0.1638220414
723	0.1637780364
724	0.163720662
725	0.1636527962
726	0.1635903581
727	0.1635374056
728	0.1634665212
729	0.1634102387
730	0.1633292509
731	0.1632275098
732	0.1631599699
733	0.163086627
734	0.1630125005
735	0.162974021
736	0.1628830156
737	0.1628457787
738	0.1627909446
739	0.1627154959
740	0.1626510154
741	0.1625761275
742	0.1625419233
743	0.1624994038
744	0.1624637258
745	0.1623969464
746	0.162365498
747	0.1622975597
748	0.1622378963
749	0.162167279
750	0.1620983528
751	0.1620389837
752	0.1619713434
753	0.1619084836
754	0.1618470242
755	0.1618145314
756	0.161771727
757	0.1616872551
758	0.161629614
759	0.1615621554
760	0.1615117787
761	0.1614585981
762	0.1614096074
763	0.1613886892
764	0.1613252966
765	0.1612639342
766	0.1611910886
767	0.1611275993
768	0.1610910554
769	0.1610087021
770	0.1609580845
771	0.1608995624
772	0.1608443652
773	0.1607898265
774	0.1607558765
775	0.1607110272
776	0.1606552632
777	0.1606261464
778	0.160591552
779	0.1605000492
780	0.1604635438
781	0.1603995201
782	0.160344214
783	0.1603084016
784	0.160274688
785	0.1602105708
786	0.160178706
787	0.1601284339
788	0.1600937041
789	0.1600496204
790	0.160001817
791	0.1599245669
792	0.1598520086
793	0.1598117334
794	0.1597506368
795	0.1596442856
796	0.1595918585
797	0.1595358276
798	0.1594736479
799	0.1593755345
800	0.1592994461
801	0.1592571004
802	0.1592388063
803	0.1591982387
804	0.1591430015
805	0.1590867368
806	0.1590364602
807	0.1589591181
808	0.1589092172
809	0.1588444771
810	0.1587735597
811	0.1587057807
812	0.1586580974
813	0.1585976007
814	0.1585490409
815	0.1585114457
816	0.1584490293
817	0.158377933
818	0.1583164822
819	0.158280898
820	0.1581928193
821	0.1581233503
822	0.1580832563
823	0.1580531222
824	0.1579785129
825	0.1579356711
826	0.1578871091
827	0.1578040144
828	0.157761752
829	0.1577125043
830	0.1576439785
831	0.1575728811
832	0.1575531322
833	0.1575132614
834	0.1574697361
835	0.1574386304
836	0.1573934078
837	0.1573047663
838	0.1572319873
839	0.1571814816
840	0.1571335645
841	0.1570793189
842	0.1570097386
843	0.1569767484
844	0.1568511513
845	0.1568328781
846	0.1567548272
847	0.1567157203
848	0.1566810907
849	0.1566303576
850	0.1565484619
851	0.1565208074
852	0.1564845236
853	0.1564300781
854	0.1563612898
855	0.1562994996
856	0.1562488228
857	0.1562087634
858	0.1561656611
859	0.1561196472
860	0.1560564833
861	0.1560309065
862	0.155971686
863	0.1559396258
864	0.1558853413
865	0.1558355958
866	0.1557609212
867	0.1557126739
868	0.155652809
869	0.1556158219
870	0.1555657944
871	0.1555079302
872	0.1554504417
873	0.1554195893
874	0.1553491718
875	0.155280197
876	0.1551939106
877	0.1551511167
878	0.1550954207
879	0.1550686906
880	0.1550201583
881	0.1549891565
882	0.1549445741
883	0.1548984552
884	0.1548728993
885	0.1548070664
886	0.1547698637
887	0.1547236266
888	0.154645854
889	0.1545766604
890	0.1545260375
891	0.1544676139
892	0.1544124638
893	0.1543717071
894	0.1543353455
895	0.1542790964
896	0.1542149559
897	0.1541746632
898	0.1541416835
899	0.154098706
900	0.154048752
901	0.1540196388
902	0.1539561424
903	0.153914834
904	0.1538474276
905	0.1537955639
906	0.1537322906
907	0.1537003744
908	0.1536272169
909	0.1535809741
910	0.1535331446
911	0.1534914152
912	0.1534483184
913	0.153379348
914	0.1533389277
915	0.1532982072
916	0.1532233265
917	0.1531720183
918	0.1531291124
919	0.1530622735
920	0.1530326066
921	0.1529952186
922	0.1529633502
923	0.1529362284
924	0.152888748
925	0.1528464936
926	0.1527830004
927	0.1527117996
928	0.1526713827
929	0.1526355343
930	0.1525705754
931	0.1525194206
932	0.1524741208
933	0.1524334909
934	0.1524247678
935	0.1523619991
936	0.152325996
937	0.1522752552
938	0.1522156358
939	0.1521548322
940	0.1520903999
941	0.1520674107
942	0.1520035386
943	0.1519269927
944	0.1518684673
945	0.1518245214
946	0.1517750867
947	0.1517546796
948	0.1516854998
949	0.151652455
950	0.1515945803
951	0.1515235831
952	0.151480865
953	0.15141574
954	0.1513692931
955	0.1513234762
956	0.151293467
957	0.1512392171
958	0.1512022072
959	0.1511625929
960	0.1511094674
961	0.1510666006
962	0.1510216643
963	0.1509590774
964	0.1509111466
965	0.1508708516
966	0.1508230705
967	0.1507581535
968	0.1507065709
969	0.1506480052
970	0.1505749187
971	0.150532224
972	0.1504731392
973	0.1504453769
974	0.1504142252
975	0.1503599725
976	0.1503056679
977	0.1502631342
978	0.1501816428
979	0.1501578558
980	0.1501183733
981	0.1500773653
982	0.1500152063
983	0.1499536551
984	0.1499165784
985	0.1498601424
986	0.1498083265
987	0.1497446427
988	0.1497099411
989	0.1496741758
990	0.1496578407
991	0.1496390793
992	0.1495843229
993	0.1495470021
994	0.1495044686
995	0.1494681911
996	0.1494260737
997	0.1493828235
998	0.1493436676
999	0.1492993982
